City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,sandnessjoen,66.0217,12.6316,270.44,73,28,3.85,NO,1698624898
356,katsuura,35.1333,140.3,291.06,62,0,5.16,JP,1698624898
357,plastun,44.7561,136.2939,281.3,38,10,0.52,RU,1698624898
358,lauro de freitas,-12.8944,-38.3272,299.16,73,40,5.14,BR,1698624898
359,praia da vitoria,38.7333,-27.0667,287.46,94,20,2.77,PT,1698624898
360,torquay,50.4638,-3.5143,285.89,88,84,11.67,GB,1698624898
361,kristiansund,63.1115,7.732,273.51,80,5,2.06,NO,1698624899
362,shush,32.1942,48.2436,297.01,29,100,0.76,IR,1698624899
363,kone,-21.0595,164.8658,299.04,41,6,3.76,NC,1698624806
364,yabelo,4.8833,38.0833,288.78,88,100,2.41,ET,1698624899
365,tomatlan,19.9333,-105.25,300.21,85,72,2.86,MX,1698624899
366,esmeralda,21.8525,-78.1169,298.31,86,27,3.73,CU,1698624900
367,veraval,20.9,70.3667,299.49,57,85,2.5,IN,1698624900
368,pont-a-mousson,48.9079,6.0589,285.36,93,100,6.69,FR,1698624900
369,union city,37.5958,-122.0192,297.16,22,0,3.6,US,1698624693
370,orsa,54.5153,30.4053,274.98,93,100,6.99,BY,1698624900
371,remire-montjoly,4.9167,-52.2667,301.17,83,0,2.06,GF,1698624900
372,n'dalatando,-9.2978,14.9116,293.38,93,93,1.23,AO,1698624901
373,bam,29.106,58.357,294.62,34,0,2.22,IR,1698624901
374,napili-honokowai,20.9708,-156.6705,302.79,80,2,4.73,US,1698624901
375,turbat,26.0023,63.044,298.97,57,7,1.92,PK,1698624901
376,changsu,35.6484,127.5152,286.91,73,11,0.58,KR,1698624902
377,kapa'a,22.0752,-159.319,301.33,71,75,4.63,US,1698624786
378,mirny,62.5353,113.9611,263.69,93,100,2.75,RU,1698624903
379,nabire,-3.3667,135.4833,299.21,86,93,0.84,ID,1698624903
380,ambon,-3.6954,128.1814,302.23,79,20,2.57,ID,1698624704
381,parras de la fuente,25.4167,-102.1833,297.65,44,17,4.78,MX,1698624904
382,margaret river,-33.95,115.0667,286.21,62,94,4.09,AU,1698624725
383,dolores,-36.3132,-57.6792,284.46,74,99,6.8,AR,1698624905
384,talara,-4.5772,-81.2719,294.57,88,40,7.2,PE,1698624905
385,metkovic,43.0542,17.6483,283.41,75,1,1.85,HR,1698624905
386,alofi,-19.0595,-169.9187,301.09,69,80,7.2,NU,1698624906
387,sona,45.4388,10.8255,287.9,100,75,1.54,IT,1698624906
388,porbandar,21.6422,69.6093,299.64,55,70,2.0,IN,1698624906
389,gorgan,36.8387,54.4348,289.13,77,0,4.12,IR,1698624907
390,zarechnyy,53.2036,45.1923,276.89,93,100,7.15,RU,1698624907
391,qarauyl,48.9451,79.255,280.79,81,99,5.18,KZ,1698624907
392,usinsk,65.9939,57.5281,261.52,87,99,2.68,RU,1698624907
393,beledweyne,4.7358,45.2036,296.23,89,100,2.39,SO,1698624628
394,tuy hoa,13.0833,109.3,298.91,87,72,2.09,VN,1698624908
395,uliastay,47.7417,96.8444,273.67,97,100,1.91,MN,1698624908
396,raisinghnagar,29.5358,73.4492,297.44,32,11,3.08,IN,1698624908
397,port alfred,-33.5906,26.891,288.17,64,99,7.47,ZA,1698624909
398,kerema,-7.9631,145.7785,300.4,82,99,3.25,PG,1698624909
399,salahonda,2.1019,-78.7217,298.94,89,100,4.41,CO,1698624909
400,sao jose da coroa grande,-8.8978,-35.1478,298.19,74,100,5.08,BR,1698624909
401,keetmanshoop,-26.5833,18.1333,290.9,10,11,7.41,NA,1698624910
402,jayapura,-2.5333,140.7,298.81,81,55,1.92,ID,1698624910
403,dwarka,22.2394,68.9678,300.35,57,51,2.87,IN,1698624910
404,teluk intan,4.0259,101.0213,296.93,93,74,0.55,MY,1698624661
405,high river,50.5834,-113.8687,269.31,88,11,1.83,CA,1698624911
406,agat village,13.3886,144.6585,304.67,76,40,5.66,GU,1698624911
407,willowmore,-33.2926,23.4895,280.13,76,5,8.37,ZA,1698624911
408,red deer,52.2668,-113.802,269.42,74,0,2.57,CA,1698624845
409,egilsstadir,65.2653,-14.3948,273.1,100,40,2.06,IS,1698624912
410,guanica,17.9716,-66.908,300.36,71,100,4.66,PR,1698624912
411,mahibadhoo,3.7833,72.9667,300.72,76,100,3.96,MV,1698624912
412,san julian,21.0167,-102.1667,294.97,39,24,0.68,MX,1698624912
413,shadrinsk,56.0852,63.6335,271.29,97,100,6.8,RU,1698624913
414,porrentruy,47.4153,7.0752,285.45,87,100,1.22,CH,1698624913
415,amahai,-3.3333,128.9167,301.21,70,87,0.83,ID,1698624913
416,kavieng,-2.5744,150.7967,298.4,91,100,6.86,PG,1698624914
417,belaya kholunitsa,58.84,50.8528,270.52,93,100,2.18,RU,1698624914
418,udayagiri,20.1333,84.3833,289.37,73,3,1.15,IN,1698624914
419,sylva,58.0348,56.7635,271.8,90,100,4.99,RU,1698624914
420,springfield,37.2153,-93.2982,275.74,94,100,6.71,US,1698624869
421,pyapon,16.2833,95.6833,297.35,93,97,1.98,MM,1698624915
422,palmer,42.1584,-72.3287,282.03,85,100,3.09,US,1698624915
423,laguna,38.421,-121.4238,296.64,20,0,3.6,US,1698624915
424,argostolion,38.1811,20.489,292.45,63,0,2.76,GR,1698624915
425,bhatpara abhaynagar,23.0153,89.4432,293.92,84,82,1.77,BD,1698624916
426,boende,-0.2167,20.8667,296.13,83,23,0.46,CD,1698624916
427,young,-32.6833,-57.6333,295.63,72,58,3.4,UY,1698624916
428,hammerfest,70.6634,23.6821,271.4,80,75,1.54,NO,1698624917
429,tromso,69.6496,18.957,271.16,86,75,1.03,NO,1698624917
430,kalmunai,7.4167,81.8167,298.18,84,77,1.54,LK,1698624917
431,autun,46.95,4.3,283.89,98,100,0.4,FR,1698624917
432,la sarre,48.8002,-79.1996,273.18,70,100,1.55,CA,1698624917
433,kayangel,8.0823,134.7173,301.61,74,17,3.76,PW,1698624918
434,egersund,58.4513,5.9997,279.47,79,100,10.35,NO,1698624918
435,ad darb,17.7229,42.2526,301.5,62,70,2.12,SA,1698624918
436,kharkhorin,47.1975,102.8238,270.69,67,100,2.04,MN,1698624919
437,chul'man,56.8479,124.9104,262.41,94,100,3.21,RU,1698624919
438,osmaneli,40.3572,30.0142,289.18,89,73,0.6,TR,1698624919
439,pisco,-13.7,-76.2167,293.18,77,0,9.26,PE,1698624868
440,guerrero negro,27.9769,-114.0611,297.45,47,0,6.34,MX,1698624919
441,wuhai,39.6647,106.8122,283.84,34,7,3.99,CN,1698624920
442,port lincoln,-34.7333,135.8667,288.55,64,44,9.08,AU,1698624920
443,udachny,66.4167,112.4,251.73,76,89,1.78,RU,1698624920
444,senanga,-16.1167,23.2667,295.71,55,88,1.82,ZM,1698624920
445,cabugao,17.7931,120.4578,302.53,74,73,1.23,PH,1698624921
446,as sulayyil,20.4607,45.5779,299.29,31,96,4.58,SA,1698624848
447,portoferraio,42.8115,10.3146,295.91,92,59,13.07,IT,1698624921
448,kamalapuram,14.5833,78.65,297.06,87,70,1.87,IN,1698624921
449,kolonia town,6.964,158.206,300.21,100,100,1.54,FM,1698624922
450,changzhi,35.2089,111.7386,291.31,44,19,1.59,CN,1698624922
451,hovd,48.0056,91.6419,274.23,62,62,0.77,MN,1698624922
452,porto cristo,39.5395,3.333,291.66,83,95,3.59,ES,1698624922
453,broken hill,-31.95,141.4333,295.42,24,46,2.14,AU,1698624637
454,lerwick,60.1545,-1.1494,281.15,66,13,13.16,GB,1698624849
455,chyorny yar,48.0624,46.1091,282.29,76,34,4.53,RU,1698624923
456,margate,51.3813,1.3862,285.54,85,60,2.24,GB,1698624923
457,barroquinha,-3.0189,-41.1361,299.12,68,84,2.82,BR,1698624923
458,kipushi,-11.7667,27.2333,290.69,85,91,1.7,CD,1698624923
459,la ronge,55.1001,-105.2842,271.29,64,100,7.72,CA,1698624924
460,peace river,56.2501,-117.286,271.32,74,100,3.09,CA,1698624924
461,kroya,-7.6331,109.2461,300.01,73,48,1.51,ID,1698624924
462,batticaloa,7.7102,81.6924,298.28,84,86,2.18,LK,1698624924
463,garhi khairo,28.0606,67.9803,297.51,31,25,2.67,PK,1698624924
464,cam ranh,11.9214,109.1591,301.13,83,40,3.6,VN,1698624925
465,manadhoo,5.7667,73.3833,298.22,85,100,2.53,MV,1698624925
466,fort mcmurray,56.7268,-111.381,270.92,68,15,0.51,CA,1698624698
467,ino,33.55,133.4333,290.89,53,0,0.87,JP,1698624926
468,jatai,-17.8814,-51.7144,297.77,68,75,1.16,BR,1698624699
469,rockland,41.1668,-74.0496,283.96,94,100,0.45,US,1698624926
470,hobyo,5.3505,48.5268,297.07,94,100,3.33,SO,1698624926
471,reguiba,33.5639,6.7033,299.28,20,95,6.67,DZ,1698624927
472,leninskoye,41.7589,69.3864,289.94,41,77,1.43,KZ,1698624927
473,byadgi,14.6833,75.4833,296.19,78,94,2.44,IN,1698624927
474,banamba,13.55,-7.45,300.54,44,60,2.84,ML,1698624927
475,weno,7.4515,151.8468,301.5,78,70,5.63,FM,1698624927
476,mildura,-34.2,142.15,291.52,51,95,6.46,AU,1698624927
477,khilok,51.3674,110.4676,265.08,51,61,1.33,RU,1698624928
478,kochenevo,55.0218,82.202,263.81,86,93,3.45,RU,1698624928
479,ma'rib,15.4591,45.3253,298.69,43,98,2.7,YE,1698624928
480,road town,18.4167,-64.6167,300.2,89,40,3.09,VG,1698624928
481,yerofey pavlovich,53.9667,121.9667,266.11,58,73,2.32,RU,1698624929
482,flin flon,54.7682,-101.865,270.39,82,100,3.6,CA,1698624929
483,mili,6.0815,171.735,301.54,78,45,6.21,MH,1698624929
484,fortuna,40.5982,-124.1573,290.66,48,0,4.12,US,1698624930
485,kailua-kona,19.6406,-155.9956,303.86,69,20,5.14,US,1698624792
486,elko,41.0002,-115.5012,279.16,27,0,1.34,US,1698624930
487,payyannur,12.1,75.2,297.66,90,100,1.82,IN,1698624930
488,fort st. john,56.2499,-120.8529,271.09,74,75,2.57,CA,1698624930
489,severo-yeniseyskiy,60.3725,93.0408,257.36,99,93,0.89,RU,1698624931
490,general conesa,-40.1,-64.4333,287.92,24,98,10.23,AR,1698624931
491,takum,7.2667,9.9833,298.85,75,97,0.78,NG,1698624931
492,rio grande,-32.035,-52.0986,295.21,94,26,2.56,BR,1698624844
493,moussoro,13.6408,16.4901,302.68,13,25,4.43,TD,1698624931
494,pandan,14.0453,124.1694,300.84,81,70,6.03,PH,1698624932
495,gaspe,48.8334,-64.4819,274.27,60,20,3.09,CA,1698624721
496,igrim,63.1906,64.4162,263.76,84,100,2.8,RU,1698624932
497,gadzhiyevo,69.2551,33.3362,266.23,93,100,2.81,RU,1698624932
498,antonio enes,-16.2325,39.9086,297.19,91,0,1.88,MZ,1698624932
499,sarbogard,46.8869,18.6204,290.06,56,91,7.24,HU,1698624933
500,greymouth,-42.4667,171.2,289.17,44,84,3.33,NZ,1698624933
501,malanje,-9.5402,16.341,292.43,90,64,2.07,AO,1698624933
502,playa blanca,28.8643,-13.8281,295.21,79,93,2.13,ES,1698624933
503,novaya igirma,57.1334,103.9112,263.93,88,47,1.33,RU,1698624934
504,nahiyat ash shinafiyah,31.5874,44.6602,298.94,29,94,2.35,IQ,1698624934
505,ataq,14.5377,46.8319,293.21,75,10,3.06,YE,1698624934
506,arapongas,-23.4194,-51.4244,296.52,95,99,1.81,BR,1698624935
507,tshabong,-26.05,22.45,290.14,45,0,5.02,BW,1698624935
508,east ballina,-28.8667,153.5833,297.48,55,1,3.12,AU,1698624935
509,al lagowa,11.4,29.1333,297.34,73,22,1.64,SD,1698624935
510,khurai,24.0436,78.3319,292.2,46,45,1.17,IN,1698624936
511,oudtshoorn,-33.5907,22.2014,282.8,67,0,1.57,ZA,1698624936
512,hoopstad,-27.8327,25.9083,283.43,63,9,8.06,ZA,1698624936
513,san luis de la loma,17.2706,-100.8939,300.29,84,26,2.43,MX,1698624936
514,zhaodong,46.0833,125.9833,280.74,48,84,6.7,CN,1698624937
515,richards bay,-28.783,32.0377,289.3,57,94,7.03,ZA,1698624937
516,dondo,-19.6094,34.7431,295.88,77,58,4.7,MZ,1698624938
517,robbah,33.2797,6.9098,298.63,21,81,6.47,DZ,1698624938
518,bignona,12.8103,-16.2264,298.17,87,59,2.51,SN,1698624938
519,papao,-17.75,-149.55,299.97,80,8,8.28,PF,1698624939
520,alajarvi,63.0,23.8167,268.89,77,99,1.86,FI,1698624939
521,puerto baquerizo moreno,-0.9,-89.6,296.45,78,64,5.55,EC,1698624940
522,dhi as sufal,13.8345,44.1147,289.98,80,69,1.2,YE,1698624940
523,maputo,-25.9653,32.5892,287.97,77,100,8.75,MZ,1698624940
524,el paraiso,13.8667,-86.55,293.39,92,96,0.54,HN,1698624940
525,evanston,42.0411,-87.6901,279.36,81,100,4.12,US,1698624941
526,oranjemund,-28.55,16.4333,293.59,23,0,4.78,NA,1698624941
527,pont rouge,48.8833,-72.0825,271.21,50,83,1.66,CA,1698624941
528,luganville,-15.5333,167.1667,299.99,74,50,3.34,VU,1698624941
529,taroudant,30.4703,-8.877,292.61,69,100,0.72,MA,1698624942
530,nadym,65.5333,72.5167,260.33,91,72,1.6,RU,1698624942
531,redencao,-4.2258,-38.7306,297.38,84,71,1.22,BR,1698624942
532,zambezi,-13.5432,23.1047,292.46,73,70,1.32,ZM,1698624943
533,sinjar,36.3209,41.8754,295.79,36,95,1.32,IQ,1698624943
534,laranjeiras do sul,-25.4078,-52.4161,290.17,98,98,0.78,BR,1698624943
535,puerto lempira,15.2667,-83.7667,300.23,78,40,3.09,HN,1698624943
536,kupang,-10.1667,123.5833,303.47,66,20,3.09,ID,1698624944
537,fernandina beach,30.6697,-81.4626,296.47,91,0,2.57,US,1698624856
538,mogocha,53.7333,119.7667,265.98,61,80,2.0,RU,1698624944
539,nelson bay,-32.7167,152.15,300.42,54,4,4.92,AU,1698624944
540,marsh harbour,26.5412,-77.0636,299.2,70,34,9.1,BS,1698624944
541,new norfolk,-42.7826,147.0587,289.87,73,96,3.47,AU,1698624945
542,vorkuta,67.5,64.0,254.39,99,24,1.75,RU,1698624945
543,yamada,39.4667,141.95,287.07,76,82,3.25,JP,1698624945
544,saldanha,-33.0117,17.9442,289.18,59,0,6.45,ZA,1698624945
545,porto novo,6.4965,2.6036,301.05,85,74,1.62,BJ,1698624945
546,fisterra,42.9049,-9.2629,285.38,62,94,9.52,ES,1698624946
547,escarcega,18.6089,-90.7454,298.11,73,82,1.25,MX,1698624946
548,luanda,-8.8368,13.2343,298.15,88,75,2.57,AO,1698624946
549,akureyri,65.6835,-18.0878,266.11,93,0,0.0,IS,1698624946
550,orsha,54.5153,30.4053,274.98,93,100,6.99,BY,1698624947
551,pimentel,-6.8367,-79.9342,294.31,83,0,5.66,PE,1698624947
552,pajapan,18.25,-94.7,298.24,83,1,3.19,MX,1698624947
553,sharlyk,52.9167,54.75,275.2,89,100,9.05,RU,1698624948
554,burang,30.25,81.1667,272.04,85,18,0.99,CN,1698624948
555,yung shue wan,22.2333,114.1167,298.53,79,92,0.45,HK,1698624948
556,maun,-19.9833,23.4167,300.13,34,0,3.6,BW,1698624948
557,fortaleza,-3.7227,-38.5247,302.08,75,26,5.94,BR,1698624749
558,kyakhta,50.3508,106.4494,268.53,48,100,1.87,RU,1698624949
559,galesong,-5.3166,119.3661,303.16,63,65,2.25,ID,1698624949
560,acarau,-2.8856,-40.12,299.74,78,42,6.52,BR,1698624949
561,vila velha,-20.3297,-40.2925,298.12,78,0,5.14,BR,1698624949
562,ongjin,37.9347,125.3619,288.62,81,69,2.16,KP,1698624949
563,red hill,33.9996,-79.2581,295.37,70,0,2.68,US,1698624949
564,fiambala,-27.6871,-67.6149,295.32,11,3,4.18,AR,1698624950
565,afaahiti,-17.75,-149.2833,299.08,83,54,7.72,PF,1698624950
566,sarangani,5.4033,125.4636,300.99,71,38,1.16,PH,1698624950
567,chibougamau,49.9168,-74.3659,271.94,69,100,1.03,CA,1698624656
568,soure,-0.7167,-48.5233,301.05,76,58,5.82,BR,1698624845
569,geraldton,-28.7667,114.6,293.38,60,38,8.75,AU,1698624951
570,aykhal,66.0,111.5,248.12,100,74,1.54,RU,1698624951
571,shimoda,34.6667,138.95,293.35,58,0,1.15,JP,1698624951
572,ortona,42.3496,14.4039,292.41,48,3,1.88,IT,1698624951
573,sungailiat,-1.85,106.1333,301.02,73,67,3.57,ID,1698624952
574,mata-utu,-13.2816,-176.1745,301.38,74,40,1.63,WF,1698624952
575,khandud,36.9513,72.318,274.66,64,7,0.56,AF,1698624679
576,pukchil-lodongjagu,40.2019,125.7483,285.34,70,88,0.45,KP,1698624952
577,zaozersk,69.4005,32.4476,265.48,95,100,2.2,RU,1698624952
578,happy valley-goose bay,53.3168,-60.3315,272.32,55,75,8.75,CA,1698624911
